ID,state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,PS_ID,Can_ID,abbreviation,PCN_ID
19KCD_APA1_BE1TDP,Andhra Pradesh,Aruku ,KISHORE CHANDRA DEO,MALE,72,ST,TDP,Bicycle,336163,1938,338101,1451418,BE1,KCD,AP,A1
19DKKVVVSR_APA1_LS2BJP,Andhra Pradesh,Aruku ,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,MALE,54,ST,BJP,Lotus,17578,289,17867,1451418,LS2,DKKVVVSR,AP,A1
19GM_APA1_CN3YSRCP,Andhra Pradesh,Aruku ,GODDETI. MADHAVI,FEMALE,26,ST,YSRCP,Ceiling Fan,557561,4629,562190,1451418,CN3,GM,AP,A1
19SDV_APA1_HD4INC,Andhra Pradesh,Aruku ,SHRUTI DEVI VYRICHERLA,FEMALE,46,ST,INC,Hand,17656,74,17730,1451418,HD4,SDV,AP,A1
19GV_APA1_GR5JnP,Andhra Pradesh,Aruku ,GANGULAIAH VAMPURU.,MALE,49,ST,JnP,Glass Tumbler,42245,549,42794,1451418,GR5,GV,AP,A1
19SS_APA1_ME6JAJGP,Andhra Pradesh,Aruku ,SWAMULA. SUBRAHMANYAM,MALE,50,ST,JAJGP,Mike,4705,5,4710,1451418,ME6,SS,AP,A1
19AV_APA1_HR7IND,Andhra Pradesh,Aruku ,ANUMULA VAMSIKRISHNA,MALE,41,ST,IND,Helicopter,10211,29,10240,1451418,HR7,AV,AP,A1
19KB_APA1_CR8IND,Andhra Pradesh,Aruku ,KANGALA BALUDORA,MALE,61,ST,IND,Cup & Saucer,13810,16,13826,1451418,CR8,KB,AP,A1
19NS_APA1_BS9IND,Andhra Pradesh,Aruku ,NARAVA SATYAVATHI,FEMALE,37,ST,IND,Bangles,11231,5,11236,1451418,BS9,NS,AP,A1
19BR_APA1_BH10IND,Andhra Pradesh,Aruku ,BIDDIKA RAMAYYA.,MALE,57,ST,IND,Battery Torch,7863,4,7867,1451418,BH10,BR,AP,A1
19N_APA1_NA11NOTA,Andhra Pradesh,Aruku ,NOTA,NULL,NULL,NULL,NOTA,NOTA,47955,22,47977,1451418,NA11,N,AP,A1
19KRMN_APS2_BE1TDP,Andhra Pradesh,Srikakulam,KINJARAPU RAM MOHAN NAIDU,MALE,32,GENERAL,TDP,Bicycle,529213,5331,534544,1553860,BE1,KRMN,AP,S2
19DJ_APS2_HD4INC,Andhra Pradesh,Srikakulam,DOLA JAGAN,MALE,53,GENERAL,INC,Hand,13456,289,13745,1553860,HD4,DJ,AP,S2
19DS_APS2_CN3YSRCP,Andhra Pradesh,Srikakulam,DUVVADA SRINIVAS,MALE,52,GENERAL,YSRCP,Ceiling Fan,520931,6960,527891,1553860,CN3,DS,AP,S2
19PSM_APS2_LS2BJP,Andhra Pradesh,Srikakulam,PERLA SAMBA MURTHY,MALE,58,GENERAL,BJP,Lotus,7357,1033,8390,1553860,LS2,PSM,AP,S2
19MSC_APS2_FE12PPOI,Andhra Pradesh,Srikakulam,MATTA SATISH CHAKRAVARTHY,MALE,37,GENERAL,PPOI,FLUTE,1441,7,1448,1553860,FE12,MSC,AP,S2
19MR_APS2_GR5JnP,Andhra Pradesh,Srikakulam,METTA RAMARAO,MALE,53,GENERAL,JnP,Glass Tumbler,31319,637,31956,1553860,GR5,MR,AP,S2
19NKM_APS2_EE13IND,Andhra Pradesh,Srikakulam,NAMBALLA KRISHNA MOHAN,MALE,44,GENERAL,IND,Electric Pole,4829,7,4836,1553860,EE13,NKM,AP,S2
19NR_APS2_HR7IND,Andhra Pradesh,Srikakulam,NAIDUGARI RAJASEKHAR,MALE,35,GENERAL,IND,Helicopter,5151,5,5156,1553860,HR7,NR,AP,S2
19BVM_APS2_FL14IND,Andhra Pradesh,Srikakulam,BETHA VIVEKANANDA MAHARAJ,MALE,33,GENERAL,IND,Football,3814,4,3818,1553860,FL14,BVM,AP,S2
19N_APS2_NA11NOTA,Andhra Pradesh,Srikakulam,NOTA,NULL,NULL,NULL,NOTA,NOTA,25500,45,25545,1553860,NA11,N,AP,S2
19AGRP_APV3_BE1TDP,Andhra Pradesh,Vizianagaram,Ashok Gajapathi Raju Pusapati,MALE,67,GENERAL,TDP,Bicycle,527307,3075,530382,1503980,BE1,AGRP,AP,V3
19AY_APV3_HD4INC,Andhra Pradesh,Vizianagaram,Adiraju Yedla,MALE,52,GENERAL,INC,Hand,15607,118,15725,1503980,HD4,AY,AP,V3
19BCS_APV3_CN3YSRCP,Andhra Pradesh,Vizianagaram,Bellana Chandra Sekhar,MALE,57,GENERAL,YSRCP,Ceiling Fan,573466,4952,578418,1503980,CN3,BCS,AP,V3
19SRP_APV3_LS2BJP,Andhra Pradesh,Vizianagaram,Sanyasi Raju Pakalapati,MALE,60,GENERAL,BJP,Lotus,6902,364,7266,1503980,LS2,SRP,AP,V3
19PAS_APV3_EE13SAPRP,Andhra Pradesh,Vizianagaram,P.V.A. Ananda Sagar,MALE,55,GENERAL,SAPRP,Electric Pole,4981,2,4983,1503980,EE13,PAS,AP,V3
19CL_APV3_TH15ACP,Andhra Pradesh,Vizianagaram,Chiranjeevi Lingala,MALE,28,GENERAL,ACP,Tooth Brush,1261,2,1263,1503980,TH15,CL,AP,V3
19MSR_APV3_GR5JnP,Andhra Pradesh,Vizianagaram,Mukka Srinivas Rao,MALE,39,GENERAL,JnP,Glass Tumbler,33779,413,34192,1503980,GR5,MSR,AP,V3
19LGR_APV3_ME6JAJGP,Andhra Pradesh,Vizianagaram,Lagudu. Govinda Rao,MALE,39,GENERAL,JAJGP,Mike,787,4,791,1503980,ME6,LGR,AP,V3
19SBK_APV3_FE12PPOI,Andhra Pradesh,Vizianagaram,Surya Bhavani. K,FEMALE,38,GENERAL,PPOI,FLUTE,822,8,830,1503980,FE12,SBK,AP,V3
19YRS_APV3_GR16IND,Andhra Pradesh,Vizianagaram,Yella Rao Siyyadula,MALE,37,SC,IND,Gas Cylinder,1010,0,1010,1503980,GR16,YRS,AP,V3
19DR_APV3_MX17IND,Andhra Pradesh,Vizianagaram,Dhanalakoti Ramana,MALE,29,GENERAL,IND,Matchbox,1172,4,1176,1503980,MX17,DR,AP,V3
19PR_APV3_BH10IND,Andhra Pradesh,Vizianagaram,Pentapati Rajesh,MALE,39,GENERAL,IND,Battery Torch,1461,1,1462,1503980,BH10,PR,AP,V3
19IR_APV3_CT18IND,Andhra Pradesh,Vizianagaram,Ijjurouthu Ramunaidu,MALE,47,GENERAL,IND,Coat,4550,3,4553,1503980,CT18,IR,AP,V3
19VTRV_APV3_SR19IND,Andhra Pradesh,Vizianagaram,Venkata Trindha Rao Veluri,MALE,52,GENERAL,IND,Sitar,6336,2,6338,1503980,SR19,VTRV,AP,V3
19N_APV3_NA11NOTA,Andhra Pradesh,Vizianagaram,NOTA,NULL,NULL,NULL,NOTA,NOTA,29468,33,29501,1503980,NA11,N,AP,V3
19DP_APV4_LS2BJP,Andhra Pradesh,Visakhapatnam,DAGGUBATI PURANDESWARI,FEMALE,58,GENERAL,BJP,Lotus,33430,462,33892,1829300,LS2,DP,AP,V4
19PR_APV4_HD4INC,Andhra Pradesh,Visakhapatnam,PEDADA. RAMANIKUMARI,FEMALE,48,GENERAL,INC,Hand,14550,83,14633,1829300,HD4,PR,AP,V4
19BM_APV4_BE1TDP,Andhra Pradesh,Visakhapatnam,BHARAT MATHUKUMILLI,MALE,29,GENERAL,TDP,Bicycle,431093,1399,432492,1829300,BE1,BM,AP,V4
19MVVS_APV4_CN3YSRCP,Andhra Pradesh,Visakhapatnam,M V V SATYANARAYANA,MALE,52,GENERAL,YSRCP,Ceiling Fan,433968,2938,436906,1829300,CN3,MVVS,AP,V4
19GB_APV4_SL20VCK,Andhra Pradesh,Visakhapatnam,GEORGE BANGARI,MALE,46,SC,VCK,Stool,3027,1,3028,1829300,SL20,GB,AP,V4
19BJVG_APV4_FE12PPOI,Andhra Pradesh,Visakhapatnam,B. JAYA VENU GOPAL,MALE,30,GENERAL,PPOI,FLUTE,1622,5,1627,1829300,FE12,BJVG,AP,V4
19VLN_APV4_GR5JnP,Andhra Pradesh,Visakhapatnam,V.V. LAKSHMI NARAYANA,MALE,53,GENERAL,JnP,Glass Tumbler,287072,1802,288874,1829300,GR5,VLN,AP,V4
19AV_APV4_BT21IND,Andhra Pradesh,Visakhapatnam,ANMISH VARMA,MALE,26,GENERAL,IND,Bat,1904,11,1915,1829300,BT21,AV,AP,V4
19RUG_APV4_DD22IND,Andhra Pradesh,Visakhapatnam,R. UDAYA GOWRI,FEMALE,44,GENERAL,IND,DIAMOND,1384,0,1384,1829300,DD22,RUG,AP,V4
19KG_APV4_ME6IND,Andhra Pradesh,Visakhapatnam,KOTHAPALLI GEETHA,FEMALE,48,GENERAL,IND,Mike,1155,3,1158,1829300,ME6,KG,AP,V4
19GS_APV4_CM23IND,Andhra Pradesh,Visakhapatnam,GAMPALA SOMASUNDARAM,MALE,76,GENERAL,IND,COCONUT FARM,1127,1,1128,1829300,CM23,GS,AP,V4
19GM_APV4_GN24IND,Andhra Pradesh,Visakhapatnam,GANNU MALLAYYA,MALE,70,GENERAL,IND,Ganna Kisan,1311,2,1313,1829300,GN24,GM,AP,V4
19DG_APV4_LX25IND,Andhra Pradesh,Visakhapatnam,DURGAPRASAD. GUNTU,MALE,51,GENERAL,IND,Letter Box,2463,1,2464,1829300,LX25,DG,AP,V4
19PRS_APV4_GR16IND,Andhra Pradesh,Visakhapatnam,PULAPAKA RAJA SEKHAR,MALE,40,GENERAL,IND,Gas Cylinder,2294,0,2294,1829300,GR16,PRS,AP,V4
19N_APV4_NA11NOTA,Andhra Pradesh,Visakhapatnam,NOTA,NULL,NULL,NULL,NOTA,NOTA,16626,20,16646,1829300,NA11,N,AP,V4
19AAK_APA5_BE1TDP,Andhra Pradesh,Anakapalli,ADARI ANAND KUMAR,MALE,43,GENERAL,TDP,Bicycle,495381,1653,497034,1521363,BE1,AAK,AP,A5
19DGVSRDV_APA5_LS2BJP,Andhra Pradesh,Anakapalli,Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram),MALE,65,GENERAL,BJP,Lotus,12888,388,13276,1521363,LS2,DGVSRDV,AP,A5
19DVS_APA5_CN3YSRCP,Andhra Pradesh,Anakapalli,Dr.Beesetti Venkata Satyavathi,FEMALE,52,GENERAL,YSRCP,Ceiling Fan,583210,3016,586226,1521363,CN3,DVS,AP,A5
19RSM_APA5_HD4INC,Andhra Pradesh,Anakapalli,Ruthala Srirama Murthy,MALE,49,GENERAL,INC,Hand,10072,49,10121,1521363,HD4,RSM,AP,A5
19PK_APA5_FS26CPI(ML)(L),Andhra Pradesh,Anakapalli,P.S.AJAY KUMAR,MALE,57,GENERAL,CPI(ML)(L),Flag with Three Stars,2708,8,2716,1521363,FS26,PK,AP,A5
19KBS_APA5_ME6JAJGP,Andhra Pradesh,Anakapalli,K B SWAROOP,MALE,51,GENERAL,JAJGP,Mike,1615,6,1621,1521363,ME6,KBS,AP,A5
19CPS_APA5_GR5JnP,Andhra Pradesh,Anakapalli,Chintala Partha Sarathi,MALE,56,GENERAL,JnP,Glass Tumbler,82126,462,82588,1521363,GR5,CPS,AP,A5
19TVJ_APA5_FE12PPOI,Andhra Pradesh,Anakapalli,Taadi Veera Jagadeeshwari,FEMALE,65,GENERAL,PPOI,FLUTE,1801,2,1803,1521363,FE12,TVJ,AP,A5
19VKS_APA5_CR8DABAP,Andhra Pradesh,Anakapalli,Vadlamuri Krishna Swaroop,MALE,46,SC,DABAP,Cup & Saucer,4443,1,4444,1521363,CR8,VKS,AP,A5
19ANT_APA5_LP27IND,Andhra Pradesh,Anakapalli,Appala Naidu Tummagunta,MALE,37,GENERAL,IND,Laptop,3760,5,3765,1521363,LP27,ANT,AP,A5
19N_APA5_NA11NOTA,Andhra Pradesh,Anakapalli,NOTA,NULL,NULL,NULL,NOTA,NOTA,34877,20,34897,1521363,NA11,N,AP,A5
19CS_APK6_BE1TDP,Andhra Pradesh,Kakinada,CHALAMALASETTY SUNIL,MALE,49,GENERAL,TDP,Bicycle,508361,3531,511892,1563930,BE1,CS,AP,K6
19MSRMR_APK6_HD4INC,Andhra Pradesh,Kakinada,MALLIPUDI SRI RAMACHANDRA MURTHY (RAMBABU),MALE,66,GENERAL,INC,Hand,8601,39,8640,1563930,HD4,MSRMR,AP,K6
19YVRMRD_APK6_LS2BJP,Andhra Pradesh,Kakinada,YALLA VENKATA RAMA MOHAN RAO (DORABABU),MALE,46,GENERAL,BJP,Lotus,9456,140,9596,1563930,LS2,YVRMRD,AP,K6
19VG_APK6_CN3YSRCP,Andhra Pradesh,Kakinada,VANGA GEETHAVISWANATH,FEMALE,55,GENERAL,YSRCP,Ceiling Fan,534655,2975,537630,1563930,CN3,VG,AP,K6
19AV_APK6_TE28MPP,Andhra Pradesh,Kakinada,APPALAKONDA VANGALAPUDI,MALE,28,SC,MPP,Telephone,2997,0,2997,1563930,TE28,AV,AP,K6
19BG_APK6_HR7PRSHP,Andhra Pradesh,Kakinada,B. GEETHA,FEMALE,34,GENERAL,PRSHP,Helicopter,1687,1,1688,1563930,HR7,BG,AP,K6
19GS_APK6_FS26CPI(ML)(L),Andhra Pradesh,Kakinada,GODUGU SATYANARAYANA,MALE,40,SC,CPI(ML)(L),Flag with Three Stars,1723,1,1724,1563930,FS26,GS,AP,K6
19JVR_APK6_GR5JnP,Andhra Pradesh,Kakinada,JYOTHULA VENKATESWARA RAO,MALE,62,GENERAL,JnP,Glass Tumbler,132124,524,132648,1563930,GR5,JVR,AP,K6
19DN_APK6_BL29AINPP,Andhra Pradesh,Kakinada,DONAM NEELAKANTAM,MALE,49,SC,AINPP,Boat with Man and Sail,980,0,980,1563930,BL29,DN,AP,K6
19PV_APK6_ME6JAJGP,Andhra Pradesh,Kakinada,PEDDIMSETTI. VENKATESWARARAO,MALE,46,GENERAL,JAJGP,Mike,812,3,815,1563930,ME6,PV,AP,K6
19VV_APK6_LN30AIFB,Andhra Pradesh,Kakinada,VASAMSETTY VENKATARAMANA,MALE,56,GENERAL,AIFB,Lion,1012,2,1014,1563930,LN30,VV,AP,K6
19SV_APK6_FE12PPOI,Andhra Pradesh,Kakinada,SATHI VEERALAKSHMI,FEMALE,38,GENERAL,PPOI,FLUTE,1117,2,1119,1563930,FE12,SV,AP,K6
19AS_APK6_BS31IND,Andhra Pradesh,Kakinada,ANKADI SATHIBABU,MALE,45,GENERAL,IND,Basket containing Fruits,1381,0,1381,1563930,BS31,AS,AP,K6
19KR_APK6_EE13IND,Andhra Pradesh,Kakinada,KAKILETI RAVINDRA,MALE,41,SC,IND,Electric Pole,3325,2,3327,1563930,EE13,KR,AP,K6
19MVK_APK6_CM23IND,Andhra Pradesh,Kakinada,MEDISETTI VIJAYA KUMAR,MALE,53,GENERAL,IND,COCONUT FARM,2051,0,2051,1563930,CM23,MVK,AP,K6
19N_APK6_NA11NOTA,Andhra Pradesh,Kakinada,NOTA,NULL,NULL,NULL,NOTA,NOTA,17117,36,17153,1563930,NA11,N,AP,K6
19AVM_APA7_LS2BJP,Andhra Pradesh,Amalapuram ,AYYAJI VEMA MANEPALLI,MALE,58,SC,BJP,Lotus,11376,158,11534,1459556,LS2,AVM,AP,A7
19GHMB_APA7_BE1TDP,Andhra Pradesh,Amalapuram ,GANTI HARISH MADHUR (BALAYOGI),MALE,28,SC,TDP,Bicycle,443590,2573,446163,1459556,BE1,GHMB,AP,A7
19CA_APA7_CN3YSRCP,Andhra Pradesh,Amalapuram ,CHINTA ANURADHA,FEMALE,46,SC,YSRCP,Ceiling Fan,482003,3955,485958,1459556,CN3,CA,AP,A7
19JG_APA7_HD4INC,Andhra Pradesh,Amalapuram ,JANGA GOUTHAM,MALE,49,SC,INC,Hand,7849,38,7887,1459556,HD4,JG,AP,A7
19CR_APA7_ME6JAJGP,Andhra Pradesh,Amalapuram ,CHELLE RAJANI,MALE,30,SC,JAJGP,Mike,1231,0,1231,1459556,ME6,CR,AP,A7
19PVC_APA7_GR16RPI(KH),Andhra Pradesh,Amalapuram ,PANTHAGADA VIJAYA CHAKRAVARTHY,MALE,65,SC,RPI(KH),Gas Cylinder,1804,0,1804,1459556,GR16,PVC,AP,A7
19MK_APA7_TT32IPBP,Andhra Pradesh,Amalapuram ,MURALIKRISHNA KANDERI,MALE,41,SC,IPBP,Trumpet,1803,1,1804,1459556,TT32,MK,AP,A7
19MSRK_APA7_FE12PPOI,Andhra Pradesh,Amalapuram ,MORTHA SIVA RAMA KRISHNA,MALE,29,SC,PPOI,FLUTE,1950,4,1954,1459556,FE12,MSRK,AP,A7
19DMRS_APA7_GR5JnP,Andhra Pradesh,Amalapuram ,D M R SEKHAR,MALE,59,SC,JnP,Glass Tumbler,253740,1577,255317,1459556,GR5,DMRS,AP,A7
19RS_APA7_GE33IND,Andhra Pradesh,Amalapuram ,REVU SUDHAKAR,MALE,34,SC,IND,Gas Stove,2774,1,2775,1459556,GE33,RS,AP,A7
19N_APA7_NA11NOTA,Andhra Pradesh,Amalapuram ,NOTA,NULL,NULL,NULL,NOTA,NOTA,16427,41,16468,1459556,NA11,N,AP,A7
19NVSR_APR8_HD4INC,Andhra Pradesh,Rajahmundry,NALLURI VIJAYA SRINIVASA RAO,MALE,55,GENERAL,INC,Hand,12678,47,12725,1534256,HD4,NVSR,AP,R8
19PSGD_APR8_LS2BJP,Andhra Pradesh,Rajahmundry,PARAVASTU SATYA GOPINATH DAS,MALE,47,GENERAL,BJP,Lotus,12165,169,12334,1534256,LS2,PSGD,AP,R8
19MR_APR8_BE1TDP,Andhra Pradesh,Rajahmundry,MAGANTI ROOPA,FEMALE,45,GENERAL,TDP,Bicycle,459100,1290,460390,1534256,BE1,MR,AP,R8
19MB_APR8_CN3YSRCP,Andhra Pradesh,Rajahmundry,MARGANI BHARAT,MALE,36,GENERAL,YSRCP,Ceiling Fan,578471,3553,582024,1534256,CN3,MB,AP,R8
19AS_APR8_GR5JnP,Andhra Pradesh,Rajahmundry,AKULA SATYANARAYANA,MALE,55,GENERAL,JnP,Glass Tumbler,155164,643,155807,1534256,GR5,AS,AP,R8
19GDNB_APR8_CT18APoI,Andhra Pradesh,Rajahmundry,GEDDAM DAVID NELSON BABU,MALE,60,GENERAL,APoI,Coat,1752,5,1757,1534256,CT18,GDNB,AP,R8
19BRR_APR8_ME6JAJGP,Andhra Pradesh,Rajahmundry,BANDARU RAJESWARA RAO,MALE,59,GENERAL,JAJGP,Mike,1034,1,1035,1534256,ME6,BRR,AP,R8
19MS_APR8_RG34RPC(S),Andhra Pradesh,Rajahmundry,MEDA SRINIVAS,MALE,50,GENERAL,RPC(S),Ring,994,2,996,1534256,RG34,MS,AP,R8
19SSR_APR8_FE12PPOI,Andhra Pradesh,Rajahmundry,SANGISETTI SRINIVASA RAO,MALE,50,GENERAL,PPOI,FLUTE,1156,5,1161,1534256,FE12,SSR,AP,R8
19KB_APR8_AR35IND,Andhra Pradesh,Rajahmundry,KURUVELLA BHANUCHANDAR,MALE,33,SC,IND,Air Conditioner,1242,0,1242,1534256,AR35,KB,AP,R8
19KV_APR8_EE13IND,Andhra Pradesh,Rajahmundry,KOLLAPU VENU,MALE,41,SC,IND,Electric Pole,2868,1,2869,1534256,EE13,KV,AP,R8
19N_APR8_NA11NOTA,Andhra Pradesh,Rajahmundry,NOTA,NULL,NULL,NULL,NOTA,NOTA,18064,23,18087,1534256,NA11,N,AP,R8
19KB_APN9_HD4INC,Andhra Pradesh,Narsapuram,KANUMURU BAPIRAJU,MALE,71,GENERAL,INC,Hand,13809,132,13941,1439691,HD4,KB,AP,N9
19KRRKR_APN9_CN3YSRCP,Andhra Pradesh,Narsapuram,KANUMURU RAGHU RAMA KRISHNA RAJU,MALE,57,GENERAL,YSRCP,Ceiling Fan,444376,4858,449234,1439691,CN3,KRRKR,AP,N9
19PMR_APN9_LS2BJP,Andhra Pradesh,Narsapuram,PYDIKONDALA MANIKYALA RAO,MALE,59,GENERAL,BJP,Lotus,12154,260,12414,1439691,LS2,PMR,AP,N9
19VSRRKS_APN9_BE1TDP,Andhra Pradesh,Narsapuram,V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA),MALE,48,GENERAL,TDP,Bicycle,414547,2011,416558,1439691,BE1,VSRRKS,AP,N9
19YVGR_APN9_GR16NVSP,Andhra Pradesh,Narsapuram,YELLA VENU GOPAL RAO,MALE,63,GENERAL,NVSP,Gas Cylinder,4284,2,4286,1439691,GR16,YVGR,AP,N9
19GP_APN9_AE36RPI(A),Andhra Pradesh,Narsapuram,GANJI PURNIMA,FEMALE,36,GENERAL,RPI(A),Apple,867,2,869,1439691,AE36,GP,AP,N9
19GR_APN9_CR37MCPI,Andhra Pradesh,Narsapuram,GURUGUBILLI RAMBABU,MALE,52,GENERAL,MCPI,COMPUTER,583,0,583,1439691,CR37,GR,AP,N9
19GSR_APN9_TN38SP,Andhra Pradesh,Narsapuram,G S RAJU,MALE,51,GENERAL,SP,Tractor Chalata Kisan,3468,3,3471,1439691,TN38,GSR,AP,N9
19DKM_APN9_TT32IPBP,Andhra Pradesh,Narsapuram,DASARI KRISHNA MURTHY,MALE,32,GENERAL,IPBP,Trumpet,1603,0,1603,1439691,TT32,DKM,AP,N9
19NSCR_APN9_FE12PPOI,Andhra Pradesh,Narsapuram,NALLAM SURYA CHANDRA RAO,MALE,59,GENERAL,PPOI,FLUTE,2201,9,2210,1439691,FE12,NSCR,AP,N9
19NK_APN9_GR5JnP,Andhra Pradesh,Narsapuram,NAGABABU KONIDELA,MALE,58,GENERAL,JnP,Glass Tumbler,249188,1614,250802,1439691,GR5,NK,AP,N9
19K_APN9_HR7PRSHP,Andhra Pradesh,Narsapuram,K.A.PAUL,MALE,55,GENERAL,PRSHP,Helicopter,3027,19,3046,1439691,HR7,K,AP,N9
19GS_APN9_TE39IND,Andhra Pradesh,Narsapuram,GOTTUMUKKALA SHIVAJI,MALE,48,SC,IND,T.V. Remote,1275,0,1275,1439691,TE39,GS,AP,N9
19NR_APN9_EE13IND,Andhra Pradesh,Narsapuram,NALLI RAJESH,MALE,36,SC,IND,Electric Pole,2651,2,2653,1439691,EE13,NR,AP,N9
19MVR_APN9_RR40IND,Andhra Pradesh,Narsapuram,MEDAPATI VARAHALA REDDY,MALE,44,GENERAL,IND,Road Roller,2681,3,2684,1439691,RR40,MVR,AP,N9
19N_APN9_NA11NOTA,Andhra Pradesh,Narsapuram,NOTA,NULL,NULL,NULL,NOTA,NOTA,12074,35,12109,1439691,NA11,N,AP,N9
19KS_APE10_CN3YSRCP,Andhra Pradesh,Eluru ,KOTAGIRI SRIDHAR,MALE,46,GENERAL,YSRCP,Ceiling Fan,672834,3975,676809,1594950,CN3,KS,AP,E10
19CRK_APE10_LS2BJP,Andhra Pradesh,Eluru ,CHINNAM RAMA KOTAYYA,MALE,58,GENERAL,BJP,Lotus,8317,95,8412,1594950,LS2,CRK,AP,E10
19JGR_APE10_HD4INC,Andhra Pradesh,Eluru ,JETTI GURUNADHA RAO,MALE,55,GENERAL,INC,Hand,20284,94,20378,1594950,HD4,JGR,AP,E10
19MVRB_APE10_BE1TDP,Andhra Pradesh,Eluru ,MAGANTTI VENKATESWARA RAO BABU,MALE,59,GENERAL,TDP,Bicycle,509549,1335,510884,1594950,BE1,MVRB,AP,E10
19CVSJ_APE10_FE12PPOI,Andhra Pradesh,Eluru ,CHINA VENKATA SURYANARAYANA JOSYULA,MALE,62,GENERAL,PPOI,FLUTE,2932,3,2935,1594950,FE12,CVSJ,AP,E10
19PP_APE10_GR5JnP,Andhra Pradesh,Eluru ,PENTAPATI PULLARAO,MALE,71,GENERAL,JnP,Glass Tumbler,76481,346,76827,1594950,GR5,PP,AP,E10
19MB_APE10_SE41RPI(A),Andhra Pradesh,Eluru ,MATHE. BOBBY,MALE,29,SC,RPI(A),Sewing Machine,1871,8,1879,1594950,SE41,MB,AP,E10
19VSRK_APE10_ME6JAJGP,Andhra Pradesh,Eluru ,V. SIVA RAMA KRISHNA,MALE,55,GENERAL,JAJGP,Mike,1261,0,1261,1594950,ME6,VSRK,AP,E10
19ARK_APE10_AE36IND,Andhra Pradesh,Eluru ,ALAGA. RAVI KUMAR,MALE,49,SC,IND,Apple,1648,0,1648,1594950,AE36,ARK,AP,E10
19DSK_APE10_HT42IND,Andhra Pradesh,Eluru ,Dr.MENDEM. SANTHOSH KUMAR(PEDDABABU),MALE,46,SC,IND,Helmet,3010,0,3010,1594950,HT42,DSK,AP,E10
19N_APE10_NA11NOTA,Andhra Pradesh,Eluru ,NOTA,NULL,NULL,NULL,NOTA,NOTA,23861,19,23880,1594950,NA11,N,AP,E10
19KNR_APM11_BE1TDP,Andhra Pradesh,Machilipatnam ,KONAKALLA NARAYANA RAO,MALE,68,GENERAL,TDP,Bicycle,509887,2725,512612,1473347,BE1,KNR,AP,M11
19GRAB_APM11_LS2BJP,Andhra Pradesh,Machilipatnam ,GUDIVAKA RAMANJANEYULU (ANJI BABU),MALE,35,GENERAL,BJP,Lotus,6374,107,6481,1473347,LS2,GRAB,AP,M11
19GK_APM11_HD4INC,Andhra Pradesh,Machilipatnam ,GOLLU KRISHNA,MALE,55,GENERAL,INC,Hand,12233,77,12310,1473347,HD4,GK,AP,M11
19BV_APM11_CN3YSRCP,Andhra Pradesh,Machilipatnam ,BALASHOWRY VALLABHANENI,MALE,50,GENERAL,YSRCP,Ceiling Fan,567592,5258,572850,1473347,CN3,BV,AP,M11
19PSNR_APM11_GE33RPI(A),Andhra Pradesh,Machilipatnam ,PERAM SIVA NAGESWARA RAO,MALE,51,GENERAL,RPI(A),Gas Stove,3625,2,3627,1473347,GE33,PSNR,AP,M11
19BR_APM11_GR5JnP,Andhra Pradesh,Machilipatnam ,BANDREDDI RAMAKRISHNA,MALE,44,GENERAL,JnP,Glass Tumbler,112566,876,113442,1473347,GR5,BR,AP,M11
19YRMR_APM11_WE43BAHUMP,Andhra Pradesh,Machilipatnam ,YARLAGADDA RAMA MOHANA RAO,MALE,56,GENERAL,BAHUMP,Whistle,1016,1,1017,1473347,WE43,YRMR,AP,M11
19VVR_APM11_FE12PPOI,Andhra Pradesh,Machilipatnam ,VALLURU VENKATESWARA RAO,MALE,66,GENERAL,PPOI,FLUTE,824,2,826,1473347,FE12,VVR,AP,M11
19GD_APM11_AH44IND,Andhra Pradesh,Machilipatnam ,GANDHI DHANEKULA,MALE,70,GENERAL,IND,Almirah,846,0,846,1473347,AH44,GD,AP,M11
19NNG_APM11_GN24IND,Andhra Pradesh,Machilipatnam ,NADAKUDITI NAGA GAYATHRI,FEMALE,38,GENERAL,IND,Ganna Kisan,772,2,774,1473347,GN24,NNG,AP,M11
19GVNBR_APM11_BT21IND,Andhra Pradesh,Machilipatnam ,G. V. N. BASAVA RAO,MALE,26,GENERAL,IND,Bat,894,1,895,1473347,BT21,GVNBR,AP,M11
19VLC_APM11_TN38IND,Andhra Pradesh,Machilipatnam ,VIJAYA LAKSHMI CHALAPAKA,FEMALE,39,GENERAL,IND,Tractor Chalata Kisan,4776,13,4789,1473347,TN38,VLC,AP,M11
19N_APM11_NA11NOTA,Andhra Pradesh,Machilipatnam ,NOTA,NULL,NULL,NULL,NOTA,NOTA,14067,34,14101,1473347,NA11,N,AP,M11
19KD_APV12_LS2BJP,Andhra Pradesh,Vijayawada,KILARU DILEEP,MALE,48,GENERAL,BJP,Lotus,18411,93,18504,1652994,LS2,KD,AP,V12
19KSN_APV12_BE1TDP,Andhra Pradesh,Vijayawada,KESINENI SRINIVAS (NANI),MALE,53,GENERAL,TDP,Bicycle,573929,1569,575498,1652994,BE1,KSN,AP,V12
